,Species,Country.of.Origin,Harvest.Year,Variety,Processing.Method,Category.One.Defects,Quakers,Color,Category.Two.Defects,altitude_mean_meters,Total.Cup.Points
272,Arabica,Mexico,2012,Typica,Washed / Wet,0,0.0,Green,2,1500.0,7.0
273,Arabica,Mexico,2012,Typica,Washed / Wet,0,0.0,Green,2,1400.0,7.0
274,Arabica,Colombia,2017,Caturra,Washed / Wet,1,0.0,Green,6,2527.0,7.0
275,Arabica,Colombia,2016,Caturra,Washed / Wet,1,2.0,Green,0,1775.0305449954915,7.0
276,Arabica,Costa Rica,2015,Caturra,Washed / Wet,0,0.0,Blue-Green,0,1850.0,7.0
277,Arabica,Guatemala,2016,Bourbon,Washed / Wet,0,7.0,Green,6,1500.0,7.0
278,Arabica,Taiwan,2016,Caturra,Washed / Wet,0,0.0,Green,0,1200.0,7.0
279,Arabica,Brazil,2016,Yellow Bourbon,Natural / Dry,0,0.0,Green,0,1.0,7.0
280,Arabica,Taiwan,2014,Typica,Washed / Wet,0,0.0,Green,1,525.0,7.0
281,Arabica,Ethiopia,2014,Caturra,Natural / Dry,0,0.0,Green,4,1676.5,7.0
282,Arabica,Brazil,2015,Bourbon,Semi-washed / Semi-pulped,0,0.0,Green,1,1200.0,7.0
283,Arabica,Costa Rica,2013,Catuai,Washed / Wet,0,0.0,Green,3,1300.0,7.0
284,Arabica,Guatemala,2014,Bourbon,Washed / Wet,0,0.0,Green,1,1219.2,7.0
285,Arabica,Brazil,2014,Yellow Bourbon,Natural / Dry,0,0.0,Green,0,1260.0,7.0
286,Arabica,Ecuador,2013,Caturra,Natural / Dry,0,0.0,Bluish-Green,0,800.0,7.0
287,Arabica,Colombia,2013,Caturra,Washed / Wet,0,0.0,Green,1,1750.0,7.0
288,Arabica,Guatemala,2013,Bourbon,Washed / Wet,0,0.0,Green,3,1310.64,7.0
289,Arabica,Mexico,2012,Bourbon,Natural / Dry,0,0.0,Green,2,1218.0,7.0
290,Arabica,Mexico,2012,Pacas,Natural / Dry,0,0.0,Green,4,1300.0,7.0
291,Arabica,Brazil,2012,Yellow Bourbon,Semi-washed / Semi-pulped,0,0.0,Green,3,1250.0,7.0
292,Arabica,Thailand,2011,Caturra,Washed / Wet,0,0.0,Green,2,1499.9208,7.0
293,Arabica,Thailand,2011,Caturra,Washed / Wet,0,0.0,Green,0,1775.0305449954915,7.0
294,Arabica,Ethiopia,2010,Caturra,Washed / Wet,0,0.0,Green,3,1775.0305449954915,7.0
295,Arabica,Kenya,2012,SL28,Washed / Wet,0,0.0,Green,2,1800.0,7.0
296,Arabica,Brazil,2018,Bourbon,Natural / Dry,0,0.0,Green,5,890.0,7.0
297,Arabica,Colombia,2017,Caturra,Washed / Wet,0,0.0,Green,1,442.0,7.0
298,Arabica,Taiwan,2016,Typica,Natural / Dry,0,0.0,Green,0,750.0,7.0
299,Arabica,Colombia,2016,Caturra,Washed / Wet,1,0.0,Green,4,1775.0305449954915,7.0
300,Arabica,China,2015,Catimor,Washed / Wet,0,1.0,Green,2,1650.0,7.0
301,Arabica,Colombia,2016,Caturra,Natural / Dry,0,0.0,Green,0,442.0,7.0
302,Arabica,Uganda,2013,Bourbon,Natural / Dry,0,0.0,Green,0,1400.0,7.0
303,Arabica,United States (Puerto Rico),2013,Other,Washed / Wet,0,0.0,Green,1,853.44,7.0
304,Arabica,Colombia,2014,Caturra,Washed / Wet,0,0.0,Green,5,1775.0,7.0
305,Arabica,Colombia,2014,Other,Washed / Wet,0,0.0,Green,3,1550.0,7.0
306,Arabica,Colombia,2013,Caturra,Washed / Wet,0,0.0,Blue-Green,1,1750.0,7.0
307,Arabica,Colombia,2013,Caturra,Washed / Wet,0,0.0,Green,3,1750.0,7.0
308,Arabica,United States (Hawaii),2013,Hawaiian Kona,Natural / Dry,0,0.0,Bluish-Green,0,1775.0305449954915,7.0
309,Arabica,Mexico,2012,Caturra,Natural / Dry,5,0.0,Green,5,700.0,7.0
310,Arabica,Guatemala,2012,Caturra,Washed / Wet,0,0.0,Bluish-Green,1,1300.0,7.0
311,Arabica,Colombia,2011,Caturra,Washed / Wet,0,0.0,Green,1,1600.0,7.0
312,Arabica,Colombia,2010,Caturra,Washed / Wet,0,0.0,Green,1,1600.0,7.0
313,Arabica,United States (Hawaii),2012,Caturra,Washed / Wet,0,0.0,Green,0,1775.0305449954915,7.0
314,Arabica,Brazil,2018,Bourbon,Natural / Dry,0,0.0,Green,2,890.0,7.0
315,Arabica,Kenya,2017,SL28,Washed / Wet,0,0.0,Bluish-Green,0,1700.0,7.0
316,Arabica,Honduras,2016,Caturra,Washed / Wet,0,0.0,Green,2,1400.0,7.0
317,Arabica,Nicaragua,2016,Caturra,Washed / Wet,0,0.0,Green,3,1250.0,7.0
318,Arabica,Brazil,2016,Bourbon,Natural / Dry,0,2.0,Green,3,934.0,7.0
319,Arabica,Taiwan,2015,Caturra,Natural / Dry,0,0.0,Bluish-Green,0,1200.0,7.0
320,Arabica,Costa Rica,2012,Caturra,Washed / Wet,0,0.0,Blue-Green,1,1350.0,7.0
321,Arabica,Thailand,2014,Caturra,Washed / Wet,0,0.0,Bluish-Green,0,800.0,7.0
322,Arabica,Colombia,2015,Caturra,Washed / Wet,0,0.0,Green,4,1625.0,7.0
323,Arabica,Guatemala,2014,Bourbon,Washed / Wet,0,0.0,Green,0,1356.6648,7.0
324,Arabica,Colombia,2013,Caturra,Washed / Wet,0,0.0,Green,3,1750.0,7.0
325,Arabica,Colombia,2013,Caturra,Washed / Wet,0,0.0,Green,1,1900.0,7.0
326,Arabica,Guatemala,2013,Bourbon,Washed / Wet,1,0.0,Green,3,1310.64,7.0
327,Arabica,Guatemala,2013,Bourbon,Washed / Wet,0,0.0,Green,2,1310.64,7.0
328,Arabica,Colombia,2012,Caturra,Washed / Wet,0,0.0,Green,1,1750.0,7.0
329,Arabica,Guatemala,2012,Caturra,Natural / Dry,0,0.0,Green,1,1450.0,7.0
330,Arabica,Guatemala,2012,Bourbon,Washed / Wet,0,0.0,Green,13,1310.64,7.0
331,Arabica,Mexico,2012,Typica,Washed / Wet,4,0.0,Green,11,1100.0,7.0
332,Arabica,Indonesia,2012,Typica,Washed / Wet,0,0.0,Green,0,1400.0,7.0
333,Arabica,Guatemala,2012,Caturra,Washed / Wet,0,0.0,Green,0,1524.0,7.0
334,Arabica,United States (Hawaii),2012,Caturra,Washed / Wet,0,0.0,Green,0,1775.0305449954915,7.0
335,Arabica,Brazil,2018,Bourbon,Natural / Dry,0,0.0,Green,5,890.0,7.0
336,Arabica,Guatemala,2016,Caturra,Washed / Wet,0,1.0,Green,0,1128.3696,7.0
337,Arabica,Colombia,2016,Caturra,Washed / Wet,0,0.0,Green,4,1775.0305449954915,7.0
338,Arabica,China,2015,Catimor,Washed / Wet,0,1.0,Green,4,1100.0,7.0
339,Arabica,Colombia,2015,Caturra,Washed / Wet,0,0.0,Green,3,1775.0,7.0
340,Arabica,Mexico,2014,Caturra,Washed / Wet,1,0.0,Green,13,1200.0,7.0
341,Arabica,Ethiopia,2014,Other,Washed / Wet,0,0.0,Green,7,1850.0,7.0
342,Arabica,Uganda,2013,SL14,Washed / Wet,0,0.0,Green,5,1800.0,7.0
343,Arabica,Colombia,2014,Caturra,Natural / Dry,0,0.0,Green,0,1600.0,7.0
344,Arabica,Colombia,2014,Caturra,Washed / Wet,0,0.0,Green,1,1550.0,7.0
345,Arabica,Colombia,2014,Caturra,Washed / Wet,0,0.0,Green,0,1550.0,7.0
346,Arabica,Taiwan,2014,Typica,Other,0,0.0,Green,0,1000.0,7.0
347,Arabica,Colombia,2012,Caturra,Washed / Wet,0,0.0,Green,3,1775.0,7.0
348,Arabica,Mexico,2012,Typica,Washed / Wet,0,0.0,Green,2,1000.0,7.0
349,Arabica,Colombia,2012,Caturra,Natural / Dry,0,0.0,Green,4,2136.0,7.0
350,Arabica,Brazil,2012,Catuai,Semi-washed / Semi-pulped,0,0.0,Blue-Green,2,1100.0,7.0
351,Arabica,Colombia,2016,Caturra,Washed / Wet,0,0.0,Bluish-Green,5,1799.0,7.0
352,Arabica,Taiwan,2017,Caturra,Washed / Wet,0,0.0,Blue-Green,0,1775.0305449954915,7.0
353,Arabica,Costa Rica,2015,Caturra,Washed / Wet,0,0.0,Blue-Green,0,1850.0,7.0
354,Arabica,Colombia,2016,Caturra,Natural / Dry,0,0.0,Green,0,1000.0,7.0
355,Arabica,Guatemala,2016,Bourbon,Washed / Wet,0,2.0,Bluish-Green,5,1219.2,7.0
356,Arabica,Colombia,2015,Caturra,Washed / Wet,0,0.0,Green,4,1775.0,7.0
357,Arabica,"Tanzania, United Republic Of",2015,Ruiru 11,Washed / Wet,0,0.0,Green,21,1400.0,7.0
358,Arabica,Indonesia,2015,Sumatra,Semi-washed / Semi-pulped,0,0.0,Bluish-Green,8,1500.0,7.0
359,Arabica,Ethiopia,2014,Caturra,Natural / Dry,1,0.0,Green,18,1600.0,7.0
360,Arabica,Colombia,2014,Caturra,Washed / Wet,1,0.0,Green,0,1775.0305449954915,7.0
361,Arabica,Colombia,2014,Caturra,Washed / Wet,0,0.0,Green,0,1850.0,7.0
362,Arabica,Guatemala,2013,Caturra,Washed / Wet,0,0.0,Green,0,1400.0,7.0
363,Arabica,Colombia,2014,Caturra,Washed / Wet,2,0.0,Green,0,1650.0,7.0
364,Arabica,Honduras,2015,Caturra,Natural / Dry,0,0.0,Green,3,1350.0,7.0
365,Arabica,Colombia,2013,Caturra,Washed / Wet,1,0.0,Green,1,1750.0,7.0
366,Arabica,Colombia,2013,Caturra,Washed / Wet,0,0.0,Green,2,1750.0,7.0
367,Arabica,Mexico,2012,Bourbon,Natural / Dry,0,0.0,Green,14,1170.0,7.0
368,Arabica,Mexico,2012,Typica,Semi-washed / Semi-pulped,0,0.0,Green,12,940.0,7.0
369,Arabica,Mexico,2012,Pacamara,Washed / Wet,0,0.0,Green,0,1400.0,7.0
370,Arabica,Guatemala,2012,Caturra,Washed / Wet,0,0.0,Green,5,1524.0,7.0
371,Arabica,Colombia,2012,Caturra,Washed / Wet,0,0.0,Green,0,1775.0,7.0
372,Arabica,Guatemala,2012,Bourbon,Washed / Wet,3,0.0,Green,12,1402.08,7.0
373,Arabica,United States (Hawaii),2012,Caturra,Washed / Wet,0,0.0,Green,0,1775.0305449954915,7.0
374,Arabica,Indonesia,2010,Caturra,Washed / Wet,0,0.0,Green,0,1600.0,7.0
375,Arabica,Colombia,2018,Caturra,Washed / Wet,0,2.0,Green,1,439.0,7.0
376,Arabica,Guatemala,2017,Bourbon,Washed / Wet,0,0.0,Green,3,1700.0,7.0
377,Arabica,Colombia,2016,Caturra,Washed / Wet,0,0.0,Green,2,442.0,7.0
378,Arabica,Costa Rica,2016,Caturra,Washed / Wet,0,0.0,Blue-Green,4,1850.0,7.0
379,Arabica,Taiwan,2015,Caturra,Washed / Wet,0,0.0,Blue-Green,0,1775.0305449954915,7.0
380,Arabica,Uganda,2015,SL14,Washed / Wet,0,0.0,Green,1,1800.0,7.0
381,Arabica,Thailand,2015,Catimor,Washed / Wet,0,0.0,Bluish-Green,0,1200.0,7.0
382,Arabica,El Salvador,2016,Bourbon,Washed / Wet,0,0.0,Green,0,1330.0,7.0
383,Arabica,Colombia,2015,Caturra,Natural / Dry,4,0.0,Green,0,442.0,7.0
384,Arabica,Brazil,2014,Yellow Bourbon,Semi-washed / Semi-pulped,0,0.0,Green,6,1775.0305449954915,7.0
385,Arabica,"Tanzania, United Republic Of",2014,Bourbon,Washed / Wet,0,0.0,Green,4,1600.0,7.0
386,Arabica,Colombia,2015,Caturra,Washed / Wet,0,0.0,Green,1,1813.0,7.0
387,Arabica,Guatemala,2013,Bourbon,Natural / Dry,0,0.0,Green,1,1219.2,7.0
388,Arabica,Guatemala,2014,Caturra,Washed / Wet,0,0.0,Green,2,1500.0,7.0
389,Arabica,Guatemala,2013,Bourbon,Washed / Wet,0,0.0,Green,0,1310.64,7.0
390,Arabica,United States (Hawaii),2012,Hawaiian Kona,Natural / Dry,0,0.0,Green,2,1775.0305449954915,7.0
391,Arabica,Colombia,2012,Caturra,Washed / Wet,0,0.0,Green,2,1450.0,7.0
392,Arabica,Colombia,2012,Caturra,Washed / Wet,1,0.0,Green,3,1775.0305449954915,7.0
393,Arabica,United States (Hawaii),2010,Caturra,Washed / Wet,0,0.0,Green,0,1775.0305449954915,7.0
394,Arabica,Thailand,2012,Peaberry,Washed / Wet,0,0.0,Green,0,1775.0305449954915,7.0
395,Arabica,Mexico,2012,Caturra,Washed / Wet,2,0.0,Green,4,1050.0,7.0
396,Arabica,Colombia,2016,Caturra,Washed / Wet,0,1.0,Green,0,1650.0,7.0
397,Arabica,Colombia,2016,Caturra,Washed / Wet,0,0.0,Blue-Green,0,1775.0305449954915,7.0
398,Arabica,Colombia,2016,Caturra,Washed / Wet,1,0.0,Green,2,1775.0305449954915,7.0
399,Arabica,Brazil,2016,Catuai,Semi-washed / Semi-pulped,1,0.0,Green,5,1227.0,7.0
400,Arabica,Mexico,2014,Caturra,Washed / Wet,0,0.0,Green,2,1200.0,7.0
401,Arabica,Colombia,2015,Caturra,Washed / Wet,0,0.0,Green,1,1650.0,7.0
402,Arabica,"Tanzania, United Republic Of",2014,Other,Semi-washed / Semi-pulped,0,0.0,Green,6,1700.0,7.0
403,Arabica,Mexico,2013,Other,Washed / Wet,0,0.0,Green,0,1100.0,7.0
404,Arabica,Costa Rica,2014,Caturra,Washed / Wet,0,0.0,Green,3,1300.0,7.0
405,Arabica,United States (Hawaii),2014,Hawaiian Kona,Natural / Dry,0,0.0,Bluish-Green,1,1775.0305449954915,7.0
406,Arabica,Costa Rica,2013,Catuai,Washed / Wet,0,0.0,Green,3,1200.0,7.0
407,Arabica,Peru,2013,Caturra,Washed / Wet,0,0.0,Green,5,1775.0305449954915,7.0
408,Arabica,Haiti,2012,Typica,Washed / Wet,0,0.0,Green,4,1280.16,7.0
409,Arabica,Colombia,2013,Caturra,Natural / Dry,0,0.0,Green,1,1000.0,7.0
410,Arabica,Guatemala,2013,Bourbon,Washed / Wet,0,0.0,Green,3,1310.64,7.0
411,Arabica,United States (Hawaii),2012,Hawaiian Kona,Natural / Dry,0,0.0,Bluish-Green,4,1775.0305449954915,7.0
412,Arabica,Burundi,2012,Bourbon,Washed / Wet,0,0.0,Green,5,1880.0,7.0
413,Arabica,Colombia,2012,Caturra,Washed / Wet,0,0.0,Green,1,1750.0,7.0
414,Arabica,United States (Hawaii),2012,Caturra,Washed / Wet,0,0.0,Green,0,1775.0305449954915,7.0
415,Arabica,United States (Hawaii),2012,Caturra,Washed / Wet,0,0.0,Green,0,1775.0305449954915,7.0
416,Arabica,Mexico,2017,Typica,Washed / Wet,0,0.0,Blue-Green,0,1600.0,7.0
417,Arabica,Costa Rica,2016,Catuai,Pulped natural / honey,0,0.0,Green,0,1900.0,7.0
418,Arabica,Costa Rica,2015,Caturra,Washed / Wet,0,0.0,Green,0,1775.0305449954915,7.0
419,Arabica,Guatemala,2016,Pacas,Washed / Wet,0,2.0,Green,7,2100.0,7.0
420,Arabica,Uganda,2015,SL14,Washed / Wet,0,0.0,Green,1,1775.0305449954915,7.0
421,Arabica,Brazil,2016,Caturra,Washed / Wet,0,0.0,Green,4,1775.0305449954915,7.0
422,Arabica,Colombia,2016,Caturra,Natural / Dry,0,0.0,Green,2,442.0,7.0
423,Arabica,Mexico,2015,Typica,Natural / Dry,0,0.0,Bluish-Green,2,1261.0,7.0
424,Arabica,Taiwan,2015,Bourbon,Washed / Wet,0,0.0,Blue-Green,0,1000.0,7.0
425,Arabica,Taiwan,2014,Typica,Washed / Wet,0,0.0,Green,0,800.0,7.0
426,Arabica,Colombia,2014,Caturra,Natural / Dry,0,0.0,Green,0,1483.0,7.0
427,Arabica,Guatemala,2014,Caturra,Washed / Wet,0,0.0,Green,1,1500.0,7.0
428,Arabica,Colombia,2013,Caturra,Washed / Wet,0,0.0,Green,1,1750.0,7.0
429,Arabica,Mexico,2013,Bourbon,Washed / Wet,0,0.0,Green,6,1300.0,7.0
430,Arabica,United States (Hawaii),2012,Hawaiian Kona,Natural / Dry,0,0.0,Bluish-Green,4,1775.0305449954915,7.0
431,Arabica,Mexico,2012,Mundo Novo,Washed / Wet,0,0.0,Green,7,1775.0305449954915,7.0
432,Arabica,Mexico,2012,Caturra,Washed / Wet,0,0.0,Blue-Green,0,1000.0,7.0
433,Arabica,Guatemala,2012,Bourbon,Washed / Wet,0,0.0,Green,9,1310.64,7.0
434,Arabica,Brazil,2012,Yellow Bourbon,Semi-washed / Semi-pulped,0,0.0,Blue-Green,1,1200.0,7.0
435,Arabica,Colombia,2012,Caturra,Washed / Wet,0,0.0,Green,1,175.0,7.0
436,Arabica,Colombia,2012,Caturra,Washed / Wet,0,0.0,Green,0,1775.0,7.0
437,Arabica,Colombia,2011,Caturra,Washed / Wet,0,0.0,Green,0,1700.0,7.0
438,Arabica,Colombia,2010,Caturra,Washed / Wet,0,0.0,Green,1,1880.0,7.0
439,Arabica,Colombia,2010,Caturra,Washed / Wet,0,0.0,Green,1,1800.0,7.0
440,Arabica,Brazil,2018,Bourbon,Natural / Dry,0,0.0,Green,4,890.0,7.0
441,Arabica,Guatemala,2017,Bourbon,Washed / Wet,0,0.0,Green,1,1901.0,7.0
442,Arabica,"Tanzania, United Republic Of",2016,Bourbon,Washed / Wet,0,0.0,Green,3,168.0,7.0
443,Arabica,Peru,2017,Caturra,Washed / Wet,0,1.0,Green,0,1775.0305449954915,7.0
444,Arabica,Vietnam,2017,Catimor,Natural / Dry,0,0.0,Green,0,1550.0,7.0
445,Arabica,Guatemala,2016,Caturra,Washed / Wet,2,2.0,Green,3,1500.0,7.0
446,Arabica,Honduras,2016,Catuai,Washed / Wet,0,1.0,Blue-Green,1,1450.0,7.0
447,Arabica,China,2015,Catimor,Washed / Wet,0,0.0,Green,0,1200.0,7.0
448,Arabica,China,2015,Catimor,Washed / Wet,0,0.0,Green,3,1600.0,7.0
449,Arabica,El Salvador,2016,Bourbon,Washed / Wet,0,0.0,Green,0,1350.0,7.0
450,Arabica,Guatemala,2015,Bourbon,Washed / Wet,0,0.0,Green,1,1500.0,7.0
451,Arabica,Guatemala,2015,Bourbon,Washed / Wet,0,0.0,Green,3,1650.0,7.0
452,Arabica,Kenya,2014,SL28,Washed / Wet,0,0.0,Bluish-Green,1,250.5,7.0
453,Arabica,Thailand,2014,Caturra,Washed / Wet,0,0.0,Bluish-Green,0,800.0,7.0
454,Arabica,"Tanzania, United Republic Of",2014,Other,Washed / Wet,0,0.0,Bluish-Green,6,1653.0,7.0
455,Arabica,Colombia,2014,Caturra,Washed / Wet,0,0.0,Green,4,1775.0,7.0
456,Arabica,Uganda,2014,SL14,Washed / Wet,0,0.0,Bluish-Green,0,1800.0,7.0
457,Arabica,Colombia,2014,Caturra,Washed / Wet,10,0.0,Green,3,1775.0305449954915,7.0
458,Arabica,Honduras,2013,Catuai,Natural / Dry,0,0.0,Green,5,1450.0,7.0
459,Arabica,Honduras,2015,Caturra,Natural / Dry,0,0.0,Green,3,1350.0,7.0
460,Arabica,Guatemala,2014,Catuai,Washed / Wet,0,0.0,Green,1,1524.0,7.0
461,Arabica,United States (Hawaii),2013,Hawaiian Kona,Natural / Dry,0,0.0,Bluish-Green,0,1775.0305449954915,7.0
462,Arabica,"Tanzania, United Republic Of",2014,Bourbon,Washed / Wet,0,0.0,Green,1,1800.0,7.0
463,Arabica,Guatemala,2013,Bourbon,Washed / Wet,0,0.0,Green,2,1310.64,7.0
464,Arabica,Mexico,2013,Typica,Washed / Wet,0,0.0,Green,2,1500.0,7.0
465,Arabica,Mexico,2012,Typica,Washed / Wet,3,0.0,Green,8,532.0,7.0
466,Arabica,Mexico,2012,Pacamara,Washed / Wet,0,0.0,Green,10,1089.0,7.0
467,Arabica,Colombia,2012,Caturra,Washed / Wet,1,0.0,Green,2,1775.0,7.0
468,Arabica,Mexico,2012,Typica,Washed / Wet,0,0.0,Green,5,700.0,7.0
469,Arabica,Colombia,2012,Caturra,Washed / Wet,0,0.0,Blue-Green,0,1750.0,7.0
470,Arabica,Mexico,2012,Typica,Washed / Wet,0,0.0,Green,5,1380.0,7.0
471,Arabica,Brazil,2012,Mundo Novo,Natural / Dry,0,0.0,Green,1,1000.0,7.0
472,Arabica,Brazil,2012,Mundo Novo,Natural / Dry,0,0.0,Green,4,950.0,7.0
473,Arabica,Guatemala,2012,Bourbon,Washed / Wet,0,0.0,Green,10,1402.08,7.0
474,Arabica,Brazil,2011,Mundo Novo,Semi-washed / Semi-pulped,0,0.0,Blue-Green,3,1000.0,7.0
475,Arabica,Brazil,2011,Caturra,Washed / Wet,0,0.0,Green,2,900.0,7.0
476,Arabica,El Salvador,2011,Caturra,Washed / Wet,0,0.0,Green,3,1200.0,7.0
477,Arabica,Ethiopia,2012,Caturra,Washed / Wet,0,0.0,Green,0,1850.0,7.0
478,Arabica,Colombia,2016,Caturra,Washed / Wet,0,1.0,Green,4,1799.0,7.0
479,Arabica,Colombia,2016,Caturra,Washed / Wet,1,2.0,Green,5,1775.0305449954915,7.0
480,Arabica,Brazil,2015,Yellow Bourbon,Pulped natural / honey,0,2.0,Bluish-Green,2,905.0,7.0
481,Arabica,Brazil,2016,Yellow Bourbon,Natural / Dry,0,0.0,Green,3,1.0,7.0
482,Arabica,Taiwan,2015,Typica,Natural / Dry,0,0.0,Green,0,750.0,7.0
483,Arabica,Brazil,2015,Mundo Novo,Natural / Dry,0,0.0,Green,13,1775.0305449954915,7.0
484,Arabica,Brazil,2015,Bourbon,Washed / Wet,0,0.0,Green,1,1200.0,7.0
485,Arabica,Costa Rica,2014,Catuai,Washed / Wet,0,0.0,Green,3,1300.0,7.0
486,Arabica,United States (Hawaii),2013,Hawaiian Kona,Natural / Dry,0,0.0,Bluish-Green,8,1775.0305449954915,7.0
487,Arabica,Taiwan,2014,Typica,Other,0,0.0,Green,0,1300.0,7.0
488,Arabica,United States (Hawaii),2012,Hawaiian Kona,Natural / Dry,0,0.0,Bluish-Green,0,1775.0305449954915,7.0
489,Arabica,Mexico,2012,Other,Washed / Wet,0,0.0,Green,1,1400.0,7.0
490,Arabica,United States (Hawaii),2012,Hawaiian Kona,Natural / Dry,1,0.0,Green,4,1775.0305449954915,7.0
491,Arabica,United States (Hawaii),2012,Hawaiian Kona,Washed / Wet,0,0.0,Green,0,1775.0305449954915,7.0
492,Arabica,Colombia,2012,Caturra,Washed / Wet,0,0.0,Green,0,1775.0,7.0
493,Arabica,Colombia,2010,Caturra,Washed / Wet,1,0.0,Green,3,1880.0,7.0
494,Arabica,Indonesia,2010,Caturra,Washed / Wet,0,0.0,Green,0,1350.0,7.0
495,Arabica,Guatemala,2012,Caturra,Washed / Wet,0,0.0,Green,1,1775.0305449954915,7.0
496,Arabica,Brazil,2018,Bourbon,Natural / Dry,0,0.0,Green,4,890.0,7.0
497,Arabica,Brazil,2016,Bourbon,Natural / Dry,0,3.0,Green,5,894.0,7.0
498,Arabica,Brazil,2016,Bourbon,Natural / Dry,0,2.0,Bluish-Green,3,872.0,7.0
499,Arabica,Uganda,2015,Bourbon,Washed / Wet,0,0.0,Green,6,1473.0,7.0
500,Arabica,Uganda,2015,Bourbon,Natural / Dry,0,5.0,Green,8,1645.0,7.0
501,Arabica,Colombia,2016,Caturra,Washed / Wet,0,0.0,Green,4,442.0,7.0
502,Arabica,Vietnam,2014,Caturra,Other,0,0.0,Green,0,1550.0,7.0
503,Arabica,Guatemala,2015,Catuai,Washed / Wet,0,0.0,Green,3,1550.0,7.0
504,Arabica,Guatemala,2015,Catuai,Washed / Wet,0,0.0,Green,2,1371.6,7.0
505,Arabica,Guatemala,2015,Bourbon,Washed / Wet,0,0.0,Green,2,1500.0,7.0
506,Arabica,Brazil,2014,Catuai,Natural / Dry,0,0.0,Green,0,1000.0,7.0
507,Arabica,Taiwan,2014,Typica,Washed / Wet,0,0.0,Green,0,1200.0,7.0
508,Arabica,Uganda,2013,SL14,Washed / Wet,0,0.0,Green,0,1800.0,7.0
509,Arabica,United States (Puerto Rico),2013,Other,Washed / Wet,0,0.0,Bluish-Green,0,853.44,7.0
510,Arabica,Guatemala,2014,Bourbon,Washed / Wet,1,0.0,Green,0,1500.0,7.0
511,Arabica,Costa Rica,2013,Catuai,Washed / Wet,0,0.0,Green,3,1200.0,7.0
512,Arabica,Brazil,2014,Yellow Bourbon,Semi-washed / Semi-pulped,0,0.0,Bluish-Green,4,1250.0,7.0
513,Arabica,Colombia,2013,Caturra,Washed / Wet,1,0.0,Green,1,1775.0,7.0
514,Arabica,Colombia,2013,Caturra,Washed / Wet,0,0.0,Green,0,1750.0,7.0
515,Arabica,Colombia,2013,Caturra,Natural / Dry,0,0.0,Green,1,1000.0,7.0
516,Arabica,Colombia,2013,Caturra,Natural / Dry,0,0.0,Green,2,1000.0,7.0
517,Arabica,Colombia,2012,Caturra,Washed / Wet,1,0.0,Green,2,1775.0,7.0
518,Arabica,Mexico,2012,Typica,Washed / Wet,0,0.0,Green,20,750.0,7.0
519,Arabica,Mexico,2012,Typica,Semi-washed / Semi-pulped,0,0.0,Green,7,1200.0,7.0
520,Arabica,Mexico,2012,Bourbon,Washed / Wet,5,0.0,Green,8,1200.0,7.0
521,Arabica,Colombia,2012,Arusha,Natural / Dry,1,0.0,Green,4,1775.0305449954915,7.0
522,Arabica,Colombia,2012,Caturra,Washed / Wet,0,0.0,Green,4,1625.0,7.0
523,Arabica,Colombia,2012,Caturra,Washed / Wet,0,0.0,Green,0,1750.0,7.0
524,Arabica,Guatemala,2012,Bourbon,Washed / Wet,0,0.0,Green,2,1371.6,7.0
525,Arabica,Colombia,2011,Caturra,Washed / Wet,0,0.0,Bluish-Green,0,1775.0,7.0
526,Arabica,Thailand,2011,Caturra,Washed / Wet,0,0.0,Green,0,1775.0305449954915,7.0
527,Arabica,Colombia,2012,Caturra,Washed / Wet,0,0.0,Green,1,1450.0,7.0
528,Arabica,United States (Hawaii),2012,Caturra,Washed / Wet,0,0.0,Green,0,1775.0305449954915,7.0
529,Arabica,United States (Hawaii),2012,Caturra,Washed / Wet,0,0.0,Green,1,1775.0305449954915,7.0
530,Arabica,Colombia,2011,Caturra,Washed / Wet,0,0.0,Green,2,1800.0,7.0
531,Arabica,Nicaragua,2010,Caturra,Washed / Wet,0,0.0,Green,0,1775.0305449954915,7.0
532,Arabica,Thailand,2012,Caturra,Washed / Wet,0,0.0,Green,0,1775.0305449954915,7.0
533,Arabica,Brazil,2018,Bourbon,Natural / Dry,0,0.0,Green,0,890.0,7.0
534,Arabica,El Salvador,2017,Bourbon,Washed / Wet,0,0.0,Green,1,1350.0,7.0
535,Arabica,Colombia,2017,Caturra,Washed / Wet,0,0.0,Green,1,1500.0,7.0
536,Arabica,Taiwan,2016,Caturra,Natural / Dry,31,0.0,Green,0,350.0,7.0
537,Arabica,Ethiopia,2016,Ethiopian Heirlooms,Washed / Wet,1,0.0,Bluish-Green,20,2000.0,7.0
538,Arabica,Taiwan,2014,Typica,Natural / Dry,0,0.0,Green,9,775.0,7.0
539,Arabica,Philippines,2015,Other,Washed / Wet,0,0.0,Blue-Green,1,1200.0,7.0
540,Arabica,Philippines,2014,Other,Washed / Wet,0,0.0,Bluish-Green,0,1600.0,7.0
541,Arabica,Mexico,2015,Typica,Natural / Dry,0,0.0,Blue-Green,3,1059.0,7.0
542,Arabica,Mexico,2015,Bourbon,Washed / Wet,2,0.0,Bluish-Green,8,1300.0,7.0
543,Arabica,Brazil,2015,Moka Peaberry,Semi-washed / Semi-pulped,0,0.0,Green,16,11000.0,7.0
544,Arabica,Uganda,2013,SL14,Washed / Wet,0,0.0,Green,0,1650.0,7.0
